filename,order,species
coraciiformes_coracias_cyanogaster_00067.jpg,Coraciiformes,Coracias Cyanogaster
strigiformes_asio_flammeus_00059.jpg,Strigiformes,Asio Flammeus
accipitriformes_accipiter_gentilis_00331.jpg,Accipitriformes,Accipiter Gentilis
procellariiformes_puffinus_tenuirostris_00021.jpg,Procellariiformes,Puffinus Tenuirostris
anseriformes_anser_anser_00105.jpg,Anseriformes,Anser Anser
accipitriformes_milvus_milvus_00066.jpg,Accipitriformes,Milvus Milvus
anseriformes_anas_platyrhynchos_00036.jpg,Anseriformes,Anas Platyrhynchos
gruiformes_rallus_aquaticus_00031.jpg,Gruiformes,Rallus Aquaticus
passeriformes_sitta_frontalis_00008.jpg,Passeriformes,Sitta Frontalis
anseriformes_cygnus_olor_00045.jpg,Anseriformes,Cygnus Olor
passeriformes_lanius_excubitor_00066.jpg,Passeriformes,Lanius Excubitor
passeriformes_pycnonotus_barbatus_00036.jpg,Passeriformes,Pycnonotus Barbatus
bucerotiformes_phoeniculus_purpureus_00015.jpg,Bucerotiformes,Phoeniculus Purpureus
charadriiformes_numenius_arquata_00004.jpg,Charadriiformes,Numenius Arquata
charadriiformes_larus_fuscus_00085.jpg,Charadriiformes,Larus Fuscus
strigiformes_asio_otus_00222.jpg,Strigiformes,Asio Otus
passeriformes_saxicola_rubetra_00005.jpg,Passeriformes,Saxicola Rubetra
charadriiformes_charadrius_hiaticula_00054.jpg,Charadriiformes,Charadrius Hiaticula
columbiformes_phaps_elegans_00004.jpg,Columbiformes,Phaps Elegans
accipitriformes_circus_cyaneus_00181.jpg,Accipitriformes,Circus Cyaneus
gaviiformes_gavia_adamsii_00023.jpg,Gaviiformes,Gavia Adamsii
apodiformes_apus_apus_00133.jpg,Apodiformes,Apus Apus
phoenicopteriformes_phoenicopterus_ruber_00079.jpg,Phoenicopteriformes,Phoenicopterus Ruber
charadriiformes_calidris_alba_00059.jpg,Charadriiformes,Calidris Alba
gaviiformes_gavia_pacifica_00075.jpg,Gaviiformes,Gavia Pacifica
coraciiformes_alcedo_atthis_00144.jpg,Coraciiformes,Alcedo Atthis
ciconiiformes_ixobrychus_minutus_00025.jpg,Ciconiiformes,Ixobrychus Minutus
charadriiformes_numenius_phaeopus_00063.jpg,Charadriiformes,Numenius Phaeopus
charadriiformes_larus_crassirostris_00034.jpg,Charadriiformes,Larus Crassirostris
accipitriformes_circus_cyaneus_00123.jpg,Accipitriformes,Circus Cyaneus
charadriiformes_haematopus_ostralegus_00129.jpg,Charadriiformes,Haematopus Ostralegus
charadriiformes_calidris_alpina_00025.jpg,Charadriiformes,Calidris Alpina
strigiformes_otus_scops_00015.jpg,Strigiformes,Otus Scops
passeriformes_bombycilla_cedrorum_00025.jpg,Passeriformes,Bombycilla Cedrorum
galliformes_lyrurus_tetrix_00050.jpg,Galliformes,Lyrurus Tetrix
strigiformes_asio_otus_00312.jpg,Strigiformes,Asio Otus
anseriformes_anas_penelope_00045.jpg,Anseriformes,Anas Penelope
anseriformes_anser_anser_00111.jpg,Anseriformes,Anser Anser
passeriformes_ploceus_cucullatus_00013.jpg,Passeriformes,Ploceus Cucullatus
columbiformes_columba_oenas_00037.jpg,Columbiformes,Columba Oenas
passeriformes_acrocephalus_schoenobaenus_00079.jpg,Passeriformes,Acrocephalus Schoenobaenus
coraciiformes_alcedo_atthis_00141.jpg,Coraciiformes,Alcedo Atthis
ciconiiformes_ciconia_nigra_00007.jpg,Ciconiiformes,Ciconia Nigra
piciformes_picus_viridis_00198.jpg,Piciformes,Picus Viridis
passeriformes_pitta_sordida_00037.jpg,Passeriformes,Pitta Sordida
anseriformes_aix_galericulata_00014.jpg,Anseriformes,Aix Galericulata
ciconiiformes_botaurus_stellaris_00177.jpg,Ciconiiformes,Botaurus Stellaris
passeriformes_linaria_cannabina_00025.jpg,Passeriformes,Linaria Cannabina
anseriformes_mergellus_albellus_00051.jpg,Anseriformes,Mergellus Albellus
accipitriformes_accipiter_nisus_00174.jpg,Accipitriformes,Accipiter Nisus
caprimulgiformes_caprimulgus_europaeus_00006.jpg,Caprimulgiformes,Caprimulgus Europaeus
passeriformes_oriolus_oriolus_00028.jpg,Passeriformes,Oriolus Oriolus
anseriformes_anas_strepera_00014.jpg,Anseriformes,Anas Strepera
charadriiformes_alca_torda_00122.jpg,Charadriiformes,Alca Torda
phoenicopteriformes_phoenicopterus_roseus_00156.jpg,Phoenicopteriformes,Phoenicopterus Roseus
galliformes_syrmaticus_humiae_00005.jpg,Galliformes,Syrmaticus Humiae
piciformes_picus_viridis_00054.jpg,Piciformes,Picus Viridis
charadriiformes_larus_cachinnans_00013.jpg,Charadriiformes,Larus Cachinnans
passeriformes_carduelis_cabaret_00017.jpg,Passeriformes,Carduelis Cabaret
passeriformes_regulus_regulus_00062.jpg,Passeriformes,Regulus Regulus
strigiformes_aegolius_funereus_00039.jpg,Strigiformes,Aegolius Funereus
anseriformes_aix_sponsa_00119.jpg,Anseriformes,Aix Sponsa
passeriformes_phoenicurus_ochruros_00057.jpg,Passeriformes,Phoenicurus Ochruros
piciformes_picus_viridis_00164.jpg,Piciformes,Picus Viridis
anseriformes_aythya_collaris_00040.jpg,Anseriformes,Aythya Collaris
charadriiformes_sterna_hirundo_00023.jpg,Charadriiformes,Sterna Hirundo
accipitriformes_accipiter_gentilis_00298.jpg,Accipitriformes,Accipiter Gentilis
